line_id,count,target,shift
Floor-5-Wing-North-Line-5,1595,2000,B
Floor-2-Wing-North-Line-4,638,800,A
Floor-2-Wing-South-Line-1,1076,1200,A
Floor-5-Wing-South-Line-5,2029,2000,C
Floor-2-Wing-North-Line-1,433,500,A
Floor-2-Wing-South-Line-1,1162,1200,A
Floor-3-Wing-South-Line-5,1526,1500,B
Floor-1-Wing-North-Line-1,777,800,A
Floor-2-Wing-South-Line-4,1339,1500,C
Floor-1-Wing-South-Line-3,672,800,A
Floor-1-Wing-South-Line-2,1480,1500,C
Floor-3-Wing-South-Line-4,1306,1500,C
Floor-2-Wing-South-Line-4,1384,1500,C
Floor-2-Wing-North-Line-3,1771,2000,A
Floor-5-Wing-South-Line-3,1388,1500,C
Floor-1-Wing-South-Line-1,1637,2000,A
Floor-4-Wing-South-Line-4,462,500,A
Floor-4-Wing-South-Line-5,688,800,B
Floor-5-Wing-South-Line-2,1229,1500,B
Floor-5-Wing-North-Line-2,1705,2000,C
Floor-2-Wing-South-Line-2,773,800,A
Floor-4-Wing-North-Line-5,1227,1500,B
Floor-2-Wing-North-Line-4,1049,1200,B
Floor-4-Wing-South-Line-3,1170,1500,A
Floor-3-Wing-South-Line-5,502,500,B
Floor-4-Wing-South-Line-3,1685,2000,C
Floor-2-Wing-South-Line-2,472,500,B
Floor-3-Wing-South-Line-1,1265,1500,B
Floor-5-Wing-North-Line-5,1706,2000,C
Floor-5-Wing-North-Line-1,463,500,A
Floor-2-Wing-South-Line-4,762,800,A
Floor-2-Wing-North-Line-4,1714,2000,C
Floor-4-Wing-North-Line-4,1221,1500,C
Floor-1-Wing-North-Line-5,1056,1200,A
Floor-5-Wing-South-Line-3,1918,2000,A
Floor-1-Wing-South-Line-4,446,500,C
Floor-3-Wing-North-Line-4,1874,2000,B
Floor-2-Wing-North-Line-5,1392,1500,B
Floor-3-Wing-South-Line-5,709,800,C
Floor-4-Wing-North-Line-3,484,500,C
Floor-3-Wing-South-Line-2,434,500,B
Floor-4-Wing-South-Line-1,1590,2000,C
Floor-3-Wing-North-Line-4,1953,2000,C
Floor-2-Wing-North-Line-3,1708,2000,B
Floor-3-Wing-North-Line-2,996,1200,B
Floor-2-Wing-South-Line-3,1161,1200,B
Floor-5-Wing-South-Line-2,1910,2000,C
Floor-2-Wing-North-Line-3,440,500,C
Floor-2-Wing-North-Line-3,1205,1200,B
Floor-5-Wing-North-Line-4,1052,1200,C
Floor-3-Wing-South-Line-2,487,500,A
Floor-5-Wing-South-Line-4,423,500,C
Floor-5-Wing-South-Line-2,1726,2000,C
Floor-2-Wing-North-Line-1,507,500,B
Floor-1-Wing-South-Line-1,1164,1200,A
Floor-1-Wing-South-Line-3,1350,1500,C
Floor-3-Wing-South-Line-1,1774,2000,B
Floor-4-Wing-North-Line-3,1000,1200,A
Floor-2-Wing-South-Line-5,1407,1500,B
Floor-2-Wing-North-Line-3,499,500,B
Floor-3-Wing-South-Line-3,1963,2000,B
Floor-4-Wing-South-Line-1,772,800,A
Floor-1-Wing-North-Line-3,705,800,B
Floor-5-Wing-North-Line-4,447,500,A
Floor-1-Wing-North-Line-1,655,800,B
Floor-4-Wing-North-Line-5,406,500,B
Floor-2-Wing-North-Line-3,1146,1200,B
Floor-2-Wing-South-Line-2,1299,1500,A
Floor-2-Wing-South-Line-5,1754,2000,C
Floor-2-Wing-North-Line-2,704,800,B
Floor-2-Wing-North-Line-5,1450,1500,C
Floor-4-Wing-North-Line-4,1140,1200,C
Floor-1-Wing-South-Line-2,1863,2000,C
Floor-2-Wing-South-Line-4,708,800,B
Floor-2-Wing-North-Line-4,1065,1200,B
Floor-2-Wing-South-Line-3,430,500,B
Floor-3-Wing-South-Line-4,793,800,B
Floor-3-Wing-South-Line-4,419,500,A
Floor-3-Wing-South-Line-3,1474,1500,B
Floor-1-Wing-South-Line-3,1282,1500,A
Floor-3-Wing-South-Line-2,2039,2000,A
Floor-2-Wing-South-Line-5,1041,1200,C
Floor-4-Wing-North-Line-5,466,500,C
Floor-2-Wing-South-Line-1,1702,2000,A
Floor-1-Wing-North-Line-3,480,500,C
Floor-3-Wing-South-Line-3,1847,2000,B
Floor-1-Wing-North-Line-3,689,800,B
Floor-2-Wing-South-Line-2,1664,2000,B
Floor-2-Wing-North-Line-2,1393,1500,A
Floor-4-Wing-North-Line-5,1643,2000,A
Floor-3-Wing-South-Line-1,1138,1200,B
Floor-3-Wing-South-Line-1,692,800,C
Floor-3-Wing-South-Line-5,652,800,A
Floor-5-Wing-North-Line-2,1205,1200,B
Floor-5-Wing-South-Line-2,698,800,B
Floor-3-Wing-South-Line-2,748,800,B
Floor-3-Wing-North-Line-5,1807,2000,B
Floor-1-Wing-North-Line-4,1147,1200,C
Floor-5-Wing-North-Line-4,485,500,C
Floor-5-Wing-North-Line-1,1506,1500,B
Floor-3-Wing-North-Line-2,1336,1500,B
Floor-3-Wing-South-Line-3,1135,1200,B
Floor-1-Wing-South-Line-5,2020,2000,A
Floor-1-Wing-South-Line-2,439,500,C
Floor-3-Wing-North-Line-3,1586,2000,A
Floor-2-Wing-South-Line-5,653,800,C
Floor-1-Wing-South-Line-3,668,800,B
Floor-1-Wing-South-Line-2,1372,1500,A
Floor-4-Wing-South-Line-2,496,500,A
Floor-1-Wing-North-Line-4,1974,2000,A
Floor-1-Wing-South-Line-3,1078,1200,C
Floor-4-Wing-North-Line-4,688,800,A
Floor-4-Wing-North-Line-3,727,800,A
Floor-4-Wing-North-Line-1,1418,1500,C
Floor-3-Wing-South-Line-5,438,500,C
Floor-1-Wing-South-Line-5,625,800,C
Floor-1-Wing-North-Line-1,412,500,C
Floor-3-Wing-South-Line-2,412,500,C
Floor-5-Wing-South-Line-2,650,800,A
Floor-3-Wing-South-Line-2,443,500,A
Floor-3-Wing-North-Line-5,1621,2000,C
Floor-5-Wing-North-Line-3,2011,2000,B
Floor-1-Wing-North-Line-3,1677,2000,A
Floor-1-Wing-North-Line-5,1111,1200,B
Floor-3-Wing-North-Line-4,1040,1200,C
Floor-3-Wing-South-Line-4,1974,2000,C
Floor-4-Wing-North-Line-3,503,500,B
Floor-2-Wing-North-Line-5,439,500,B
Floor-1-Wing-North-Line-5,1123,1200,C
Floor-5-Wing-South-Line-3,788,800,B
Floor-2-Wing-South-Line-3,682,800,A
Floor-3-Wing-South-Line-4,1370,1500,B
Floor-3-Wing-North-Line-1,685,800,A
Floor-2-Wing-South-Line-5,738,800,C
Floor-4-Wing-South-Line-1,790,800,B
Floor-4-Wing-North-Line-4,1178,1200,C
Floor-3-Wing-South-Line-2,471,500,A
Floor-3-Wing-North-Line-4,474,500,B
Floor-2-Wing-South-Line-2,957,1200,C
Floor-5-Wing-North-Line-2,1011,1200,C
Floor-4-Wing-South-Line-3,793,800,C
Floor-5-Wing-South-Line-2,2029,2000,A
Floor-5-Wing-South-Line-3,764,800,A
Floor-2-Wing-South-Line-5,782,800,C
Floor-3-Wing-North-Line-2,1323,1500,C
Floor-4-Wing-North-Line-3,802,800,A
Floor-5-Wing-North-Line-2,777,800,A
Floor-4-Wing-North-Line-1,1457,1500,C
Floor-4-Wing-North-Line-4,653,800,B
Floor-1-Wing-North-Line-3,775,800,B
Floor-1-Wing-North-Line-5,1701,2000,B
Floor-2-Wing-North-Line-5,1321,1500,A
Floor-3-Wing-South-Line-1,1080,1200,B
Floor-4-Wing-South-Line-5,1576,2000,B
Floor-3-Wing-South-Line-2,1269,1500,C
Floor-1-Wing-North-Line-5,1366,1500,B
Floor-4-Wing-North-Line-2,769,800,C
Floor-5-Wing-South-Line-5,1154,1200,C
Floor-2-Wing-North-Line-5,502,500,A
Floor-5-Wing-North-Line-1,422,500,B
Floor-2-Wing-South-Line-5,1780,2000,C
Floor-5-Wing-North-Line-2,465,500,C
Floor-5-Wing-South-Line-1,1329,1500,C
Floor-1-Wing-South-Line-5,1456,1500,A
Floor-3-Wing-South-Line-4,1887,2000,A
Floor-3-Wing-North-Line-4,1377,1500,C
Floor-1-Wing-North-Line-3,1521,1500,B
Floor-4-Wing-North-Line-3,1117,1200,C
Floor-1-Wing-South-Line-1,1765,2000,B
Floor-2-Wing-South-Line-3,1125,1200,B
Floor-1-Wing-South-Line-2,1744,2000,B
Floor-2-Wing-South-Line-5,2030,2000,B
Floor-5-Wing-North-Line-5,1208,1500,C
Floor-5-Wing-South-Line-5,1761,2000,B
Floor-1-Wing-South-Line-2,467,500,B
Floor-5-Wing-North-Line-2,2039,2000,B
Floor-3-Wing-South-Line-1,801,800,C
Floor-4-Wing-South-Line-2,1323,1500,A
Floor-3-Wing-North-Line-1,1426,1500,C
Floor-1-Wing-North-Line-4,1089,1200,C
Floor-4-Wing-South-Line-3,434,500,A
Floor-2-Wing-South-Line-4,1350,1500,C
Floor-4-Wing-North-Line-1,497,500,B
Floor-3-Wing-North-Line-2,1133,1200,A
Floor-4-Wing-South-Line-4,1770,2000,C
Floor-2-Wing-South-Line-3,405,500,C
Floor-5-Wing-South-Line-2,412,500,A
Floor-5-Wing-South-Line-2,1870,2000,C
Floor-2-Wing-North-Line-2,1833,2000,C
Floor-1-Wing-South-Line-1,1096,1200,C
Floor-4-Wing-North-Line-4,803,800,C
Floor-5-Wing-North-Line-4,1240,1500,C
Floor-5-Wing-North-Line-1,439,500,A
Floor-3-Wing-South-Line-2,408,500,A
Floor-2-Wing-North-Line-4,399,500,A
Floor-2-Wing-North-Line-3,1893,2000,C
Floor-1-Wing-South-Line-3,393,500,C
Floor-4-Wing-South-Line-1,1438,1500,A
Floor-1-Wing-North-Line-2,1446,1500,B
Floor-2-Wing-South-Line-5,453,500,B
Floor-1-Wing-South-Line-3,1424,1500,C
Floor-4-Wing-North-Line-5,974,1200,C
Floor-3-Wing-South-Line-2,1962,2000,A
Floor-4-Wing-South-Line-3,731,800,B
Floor-3-Wing-South-Line-2,451,500,A
Floor-1-Wing-South-Line-5,408,500,B
Floor-1-Wing-North-Line-1,648,800,B
Floor-3-Wing-North-Line-1,768,800,C
Floor-3-Wing-South-Line-2,1152,1200,A
Floor-4-Wing-North-Line-2,741,800,A
Floor-2-Wing-North-Line-3,1716,2000,C
Floor-3-Wing-North-Line-4,1034,1200,B
Floor-4-Wing-North-Line-2,1338,1500,B
Floor-4-Wing-North-Line-5,1080,1200,A
Floor-1-Wing-South-Line-3,1806,2000,A
Floor-3-Wing-North-Line-2,457,500,A
Floor-5-Wing-North-Line-1,757,800,C
Floor-4-Wing-South-Line-2,712,800,C
Floor-3-Wing-North-Line-1,428,500,B
Floor-3-Wing-South-Line-1,1677,2000,C
Floor-3-Wing-North-Line-3,477,500,C
Floor-3-Wing-South-Line-2,1221,1200,B
Floor-2-Wing-North-Line-4,1327,1500,A
Floor-1-Wing-North-Line-2,1844,2000,A
Floor-2-Wing-South-Line-5,1016,1200,C
Floor-2-Wing-North-Line-3,1226,1500,A
Floor-3-Wing-South-Line-3,1330,1500,A
Floor-1-Wing-South-Line-4,1428,1500,C
Floor-3-Wing-South-Line-2,491,500,B
Floor-1-Wing-South-Line-3,1479,1500,C
Floor-5-Wing-North-Line-4,1779,2000,C
Floor-3-Wing-South-Line-3,1077,1200,B
Floor-5-Wing-North-Line-3,1467,1500,B
Floor-3-Wing-South-Line-4,1502,1500,B
Floor-4-Wing-South-Line-2,1145,1200,C
Floor-5-Wing-North-Line-4,1039,1200,C
Floor-2-Wing-South-Line-2,390,500,B
Floor-1-Wing-North-Line-1,1987,2000,C
Floor-1-Wing-North-Line-5,704,800,A
Floor-1-Wing-North-Line-2,678,800,C
Floor-2-Wing-South-Line-5,683,800,C
Floor-4-Wing-North-Line-5,1507,1500,B
Floor-2-Wing-North-Line-1,1871,2000,B
Floor-1-Wing-South-Line-5,412,500,A
Floor-3-Wing-North-Line-5,487,500,C
Floor-4-Wing-North-Line-5,697,800,B
Floor-5-Wing-North-Line-3,1004,1200,B
Floor-5-Wing-North-Line-4,1479,1500,A
Floor-4-Wing-North-Line-5,691,800,C
Floor-1-Wing-South-Line-4,2002,2000,B
Floor-3-Wing-North-Line-1,1731,2000,A
Floor-2-Wing-South-Line-1,456,500,C
Floor-4-Wing-South-Line-3,1396,1500,C
Floor-2-Wing-South-Line-2,646,800,B
Floor-2-Wing-North-Line-3,1221,1200,B
Floor-5-Wing-North-Line-5,1187,1500,C
Floor-4-Wing-South-Line-4,711,800,A
Floor-1-Wing-North-Line-3,417,500,C
Floor-4-Wing-South-Line-5,454,500,A
Floor-5-Wing-South-Line-1,418,500,A
Floor-5-Wing-South-Line-3,1227,1500,C
Floor-5-Wing-South-Line-4,1116,1200,B
Floor-1-Wing-South-Line-4,1633,2000,B
Floor-4-Wing-North-Line-3,451,500,A
Floor-5-Wing-North-Line-5,1184,1200,B
Floor-1-Wing-South-Line-5,2018,2000,B
Floor-5-Wing-North-Line-1,1845,2000,B
Floor-2-Wing-South-Line-1,1315,1500,C
Floor-2-Wing-South-Line-3,1895,2000,C
Floor-5-Wing-North-Line-1,1510,1500,A
Floor-1-Wing-North-Line-1,1392,1500,B
Floor-2-Wing-North-Line-4,428,500,A
Floor-5-Wing-North-Line-5,1410,1500,C
Floor-1-Wing-South-Line-1,1802,2000,A
Floor-5-Wing-South-Line-3,1119,1200,A
Floor-2-Wing-North-Line-4,963,1200,A
Floor-5-Wing-North-Line-2,2008,2000,C
Floor-4-Wing-South-Line-1,1766,2000,B
Floor-1-Wing-South-Line-4,1013,1200,B
Floor-5-Wing-North-Line-4,1122,1200,A
Floor-3-Wing-North-Line-5,441,500,B
Floor-1-Wing-North-Line-1,789,800,A
Floor-3-Wing-North-Line-2,1132,1200,B
Floor-2-Wing-North-Line-1,809,800,B
Floor-3-Wing-South-Line-3,973,1200,B
Floor-3-Wing-North-Line-2,681,800,B
Floor-2-Wing-South-Line-5,1189,1500,A
Floor-3-Wing-South-Line-4,2039,2000,C
Floor-1-Wing-North-Line-3,1214,1200,A
Floor-4-Wing-South-Line-5,1630,2000,A
Floor-4-Wing-North-Line-5,693,800,A
Floor-2-Wing-North-Line-3,391,500,B
Floor-2-Wing-South-Line-4,1254,1500,A
Floor-3-Wing-South-Line-1,408,500,A
Floor-3-Wing-South-Line-3,396,500,C
Floor-4-Wing-North-Line-2,1827,2000,C
Floor-2-Wing-North-Line-2,715,800,C
Floor-2-Wing-South-Line-2,1259,1500,C
Floor-2-Wing-South-Line-2,1157,1200,B
Floor-3-Wing-South-Line-3,438,500,C
Floor-4-Wing-North-Line-1,1663,2000,C
Floor-3-Wing-North-Line-3,505,500,A
Floor-2-Wing-North-Line-3,1186,1500,C
Floor-1-Wing-North-Line-3,1804,2000,B
Floor-1-Wing-South-Line-1,1406,1500,C
Floor-1-Wing-North-Line-1,774,800,B
Floor-2-Wing-North-Line-3,1226,1500,A
Floor-3-Wing-North-Line-4,1104,1200,B
Floor-4-Wing-South-Line-2,432,500,B
Floor-3-Wing-South-Line-4,759,800,B
Floor-1-Wing-North-Line-1,1063,1200,C
Floor-2-Wing-North-Line-4,1508,1500,C
Floor-5-Wing-North-Line-3,1210,1500,A
Floor-4-Wing-South-Line-3,1259,1500,B
Floor-3-Wing-North-Line-1,802,800,C
Floor-3-Wing-South-Line-3,1358,1500,C
Floor-4-Wing-North-Line-5,1708,2000,A
Floor-2-Wing-South-Line-3,786,800,C
Floor-3-Wing-South-Line-3,435,500,B
Floor-1-Wing-South-Line-3,483,500,B
Floor-1-Wing-North-Line-3,418,500,A
Floor-4-Wing-North-Line-4,665,800,B
Floor-5-Wing-South-Line-4,1228,1500,C
Floor-1-Wing-North-Line-5,1030,1200,B
Floor-3-Wing-South-Line-5,1424,1500,A
Floor-3-Wing-South-Line-3,811,800,B
Floor-1-Wing-North-Line-1,438,500,A
Floor-3-Wing-South-Line-2,736,800,C
Floor-1-Wing-South-Line-4,1077,1200,A
Floor-3-Wing-South-Line-4,1800,2000,C
Floor-4-Wing-South-Line-2,1104,1200,B
Floor-4-Wing-South-Line-4,1381,1500,A
Floor-5-Wing-South-Line-4,2017,2000,C
Floor-4-Wing-South-Line-4,645,800,C
Floor-2-Wing-North-Line-2,942,1200,A
Floor-3-Wing-North-Line-3,1650,2000,B
Floor-1-Wing-North-Line-5,1444,1500,A
Floor-3-Wing-North-Line-5,629,800,B
Floor-1-Wing-North-Line-3,683,800,B
Floor-5-Wing-North-Line-4,1775,2000,C
Floor-4-Wing-North-Line-1,460,500,C
Floor-5-Wing-North-Line-2,1054,1200,C
Floor-1-Wing-North-Line-2,1126,1200,C
Floor-3-Wing-North-Line-3,679,800,B
Floor-5-Wing-South-Line-2,418,500,B
Floor-5-Wing-North-Line-3,1953,2000,B
Floor-1-Wing-North-Line-5,1652,2000,C
Floor-2-Wing-South-Line-3,1223,1200,A
Floor-2-Wing-South-Line-4,631,800,C
Floor-3-Wing-North-Line-2,1999,2000,A
Floor-2-Wing-South-Line-3,398,500,C
Floor-5-Wing-North-Line-2,438,500,C
Floor-2-Wing-South-Line-3,1299,1500,C
Floor-1-Wing-North-Line-1,1817,2000,B
Floor-3-Wing-North-Line-1,1444,1500,B
Floor-4-Wing-South-Line-3,1341,1500,A
Floor-4-Wing-North-Line-2,395,500,A
Floor-2-Wing-North-Line-1,397,500,A
Floor-1-Wing-South-Line-2,629,800,C
Floor-2-Wing-South-Line-2,1309,1500,A
Floor-5-Wing-North-Line-5,1844,2000,A
Floor-3-Wing-North-Line-3,627,800,C
Floor-2-Wing-North-Line-4,476,500,B
Floor-3-Wing-South-Line-2,1128,1200,B
Floor-5-Wing-South-Line-3,1125,1200,A
Floor-3-Wing-South-Line-2,479,500,B
Floor-1-Wing-South-Line-2,1173,1200,A
Floor-1-Wing-South-Line-4,488,500,A
Floor-3-Wing-South-Line-5,644,800,A
Floor-4-Wing-South-Line-2,679,800,C
Floor-5-Wing-North-Line-1,1776,2000,B
Floor-4-Wing-South-Line-1,988,1200,A
Floor-2-Wing-South-Line-4,936,1200,B
Floor-3-Wing-North-Line-4,418,500,C
Floor-3-Wing-South-Line-2,1610,2000,C
Floor-4-Wing-South-Line-4,502,500,A
Floor-1-Wing-South-Line-5,1609,2000,A
Floor-3-Wing-South-Line-4,1033,1200,A
Floor-3-Wing-North-Line-2,1380,1500,B
Floor-4-Wing-North-Line-2,983,1200,C
Floor-3-Wing-South-Line-4,1015,1200,A
Floor-3-Wing-North-Line-1,1694,2000,C
Floor-3-Wing-South-Line-1,1079,1200,A
Floor-4-Wing-South-Line-1,497,500,C
Floor-3-Wing-North-Line-3,1166,1200,B
Floor-2-Wing-North-Line-1,1764,2000,A
Floor-2-Wing-North-Line-5,466,500,C
Floor-4-Wing-South-Line-1,942,1200,B
Floor-3-Wing-South-Line-1,1595,2000,C
Floor-5-Wing-South-Line-4,630,800,B
Floor-1-Wing-North-Line-4,1925,2000,B
Floor-1-Wing-South-Line-4,1205,1500,B
Floor-5-Wing-North-Line-4,967,1200,B
Floor-2-Wing-South-Line-4,1470,1500,B
Floor-2-Wing-North-Line-4,410,500,A
Floor-2-Wing-South-Line-4,1864,2000,B
Floor-2-Wing-North-Line-5,778,800,C
Floor-4-Wing-South-Line-4,697,800,A
Floor-5-Wing-South-Line-2,507,500,A
Floor-5-Wing-South-Line-2,1238,1500,B
Floor-2-Wing-North-Line-2,409,500,A
Floor-4-Wing-South-Line-5,501,500,A
Floor-5-Wing-North-Line-5,1451,1500,B
Floor-2-Wing-North-Line-2,948,1200,B
Floor-3-Wing-North-Line-5,1577,2000,A
Floor-2-Wing-South-Line-1,763,800,A
Floor-4-Wing-North-Line-3,1236,1500,A
Floor-5-Wing-North-Line-3,1620,2000,A
Floor-2-Wing-South-Line-2,1203,1200,A
Floor-5-Wing-North-Line-2,652,800,B
Floor-2-Wing-South-Line-5,452,500,B
Floor-3-Wing-North-Line-2,998,1200,B
Floor-4-Wing-South-Line-2,754,800,B
Floor-5-Wing-South-Line-2,2011,2000,A
Floor-3-Wing-North-Line-1,1503,1500,B
Floor-3-Wing-North-Line-4,1196,1200,B
Floor-3-Wing-South-Line-2,1213,1200,B
Floor-4-Wing-South-Line-2,1749,2000,C
Floor-1-Wing-South-Line-1,1471,1500,C
Floor-5-Wing-South-Line-2,800,800,C
Floor-1-Wing-North-Line-4,481,500,B
Floor-2-Wing-South-Line-1,461,500,C
Floor-4-Wing-North-Line-2,439,500,B
Floor-1-Wing-South-Line-4,1386,1500,C
Floor-1-Wing-North-Line-1,1100,1200,C
Floor-4-Wing-South-Line-4,496,500,C
Floor-2-Wing-South-Line-5,1150,1200,A
Floor-5-Wing-North-Line-4,1925,2000,A
Floor-1-Wing-South-Line-1,1355,1500,B
Floor-5-Wing-South-Line-3,1747,2000,C
Floor-5-Wing-South-Line-2,400,500,A
Floor-4-Wing-South-Line-1,1157,1200,B
Floor-4-Wing-South-Line-5,1046,1200,B
Floor-5-Wing-South-Line-3,1822,2000,C
Floor-4-Wing-South-Line-2,1221,1500,B
Floor-5-Wing-North-Line-1,1345,1500,B
Floor-2-Wing-South-Line-1,498,500,B
Floor-1-Wing-North-Line-1,787,800,C
Floor-5-Wing-South-Line-3,1656,2000,A
Floor-3-Wing-South-Line-5,1858,2000,B
Floor-2-Wing-North-Line-2,1308,1500,B
Floor-1-Wing-North-Line-1,667,800,A
Floor-3-Wing-South-Line-1,423,500,A
Floor-2-Wing-South-Line-4,1090,1200,C
Floor-5-Wing-South-Line-4,1122,1200,B
Floor-1-Wing-North-Line-4,1611,2000,A
Floor-2-Wing-South-Line-1,397,500,B
Floor-5-Wing-South-Line-2,936,1200,A
Floor-4-Wing-South-Line-5,1287,1500,C
Floor-2-Wing-North-Line-1,792,800,A
Floor-1-Wing-North-Line-3,1105,1200,A
Floor-5-Wing-North-Line-2,1878,2000,C
Floor-4-Wing-South-Line-5,780,800,B
Floor-2-Wing-North-Line-3,1963,2000,B
Floor-1-Wing-North-Line-1,493,500,B
Floor-3-Wing-South-Line-2,631,800,B
Floor-3-Wing-South-Line-4,1300,1500,A
Floor-1-Wing-North-Line-2,461,500,C
Floor-5-Wing-South-Line-2,1423,1500,C
Floor-5-Wing-South-Line-1,438,500,B
Floor-2-Wing-North-Line-1,1472,1500,A
Floor-3-Wing-North-Line-2,757,800,A
Floor-1-Wing-North-Line-3,755,800,C
Floor-2-Wing-South-Line-1,1259,1500,C
Floor-2-Wing-North-Line-3,797,800,B
Floor-4-Wing-South-Line-5,1032,1200,C
Floor-3-Wing-North-Line-1,1222,1500,C
Floor-2-Wing-South-Line-1,1318,1500,B
Floor-1-Wing-South-Line-4,1563,2000,B
Floor-1-Wing-North-Line-3,1294,1500,B
Floor-3-Wing-South-Line-5,740,800,C
Floor-4-Wing-South-Line-2,437,500,A
Floor-2-Wing-North-Line-3,1279,1500,C
Floor-2-Wing-North-Line-4,502,500,B
Floor-4-Wing-South-Line-4,1413,1500,A
Floor-2-Wing-South-Line-1,1292,1500,B
Floor-4-Wing-North-Line-2,1330,1500,B
Floor-3-Wing-South-Line-2,479,500,A
Floor-2-Wing-North-Line-3,1203,1200,A
Floor-5-Wing-North-Line-1,1474,1500,A
Floor-5-Wing-North-Line-1,943,1200,C
Floor-5-Wing-North-Line-1,1061,1200,C
Floor-2-Wing-South-Line-2,639,800,B
Floor-5-Wing-South-Line-4,2003,2000,A
Floor-5-Wing-South-Line-5,1006,1200,C
Floor-4-Wing-North-Line-3,1365,1500,A
Floor-3-Wing-South-Line-2,785,800,A
Floor-3-Wing-North-Line-4,1177,1200,C
Floor-2-Wing-South-Line-3,1742,2000,B
Floor-4-Wing-South-Line-2,1818,2000,A
Floor-3-Wing-South-Line-5,1290,1500,C
Floor-4-Wing-South-Line-3,1019,1200,C
Floor-1-Wing-North-Line-1,1198,1200,A
Floor-4-Wing-North-Line-1,1569,2000,A
Floor-1-Wing-South-Line-5,1652,2000,A
Floor-1-Wing-South-Line-5,1193,1500,A
Floor-1-Wing-South-Line-5,1770,2000,B
Floor-1-Wing-South-Line-2,1012,1200,A
Floor-5-Wing-South-Line-2,959,1200,B
Floor-4-Wing-South-Line-2,1035,1200,A
Floor-5-Wing-South-Line-2,391,500,B
Floor-3-Wing-North-Line-4,450,500,A
Floor-4-Wing-North-Line-1,815,800,C
Floor-2-Wing-South-Line-5,1099,1200,B
Floor-4-Wing-North-Line-1,1921,2000,C
Floor-1-Wing-North-Line-3,1423,1500,C
Floor-2-Wing-North-Line-2,683,800,B
Floor-5-Wing-North-Line-5,669,800,C
Floor-2-Wing-South-Line-4,667,800,A
Floor-3-Wing-North-Line-2,738,800,B
Floor-1-Wing-North-Line-5,468,500,A
Floor-3-Wing-South-Line-2,439,500,A
Floor-1-Wing-South-Line-3,710,800,C
Floor-5-Wing-South-Line-2,1362,1500,A
Floor-2-Wing-South-Line-4,1365,1500,C
Floor-4-Wing-North-Line-1,1812,2000,C
Floor-5-Wing-South-Line-3,1873,2000,A
Floor-2-Wing-North-Line-2,1714,2000,C
Floor-1-Wing-South-Line-3,1258,1500,B
Floor-3-Wing-North-Line-3,1337,1500,C
Floor-2-Wing-South-Line-5,1058,1200,C
Floor-5-Wing-North-Line-3,1515,1500,C
Floor-5-Wing-South-Line-5,1165,1200,C
Floor-4-Wing-South-Line-4,1786,2000,A
Floor-2-Wing-North-Line-3,1281,1500,B
Floor-3-Wing-South-Line-1,410,500,A
Floor-2-Wing-South-Line-3,1104,1200,A
Floor-4-Wing-South-Line-5,1702,2000,B
Floor-1-Wing-South-Line-3,1463,1500,B
Floor-4-Wing-North-Line-3,1803,2000,A
Floor-5-Wing-North-Line-3,1076,1200,C
Floor-1-Wing-South-Line-2,1389,1500,A
Floor-1-Wing-North-Line-4,808,800,C
Floor-3-Wing-North-Line-1,727,800,A
Floor-3-Wing-North-Line-5,413,500,C
Floor-5-Wing-North-Line-4,780,800,C
Floor-4-Wing-South-Line-1,426,500,A
Floor-5-Wing-South-Line-2,674,800,A
Floor-1-Wing-North-Line-5,1821,2000,A
Floor-2-Wing-North-Line-5,1648,2000,B
Floor-3-Wing-South-Line-3,1252,1500,B
Floor-5-Wing-South-Line-5,1089,1200,C
Floor-1-Wing-North-Line-2,1526,1500,B
Floor-4-Wing-North-Line-4,485,500,A
Floor-1-Wing-North-Line-2,947,1200,A
Floor-5-Wing-South-Line-2,1417,1500,A
Floor-2-Wing-South-Line-2,1710,2000,A
Floor-5-Wing-South-Line-3,2034,2000,B
Floor-5-Wing-South-Line-2,1759,2000,C
Floor-1-Wing-North-Line-1,1561,2000,C
Floor-2-Wing-South-Line-4,1520,1500,B
Floor-1-Wing-North-Line-1,1367,1500,C
Floor-1-Wing-North-Line-4,778,800,C
Floor-4-Wing-South-Line-5,655,800,C
Floor-5-Wing-South-Line-4,393,500,A
Floor-5-Wing-North-Line-2,782,800,C
Floor-2-Wing-North-Line-1,1873,2000,C
Floor-5-Wing-South-Line-5,460,500,C
Floor-3-Wing-South-Line-4,815,800,C
Floor-3-Wing-North-Line-3,1699,2000,A
Floor-4-Wing-South-Line-1,1281,1500,B
Floor-5-Wing-North-Line-4,1003,1200,C
Floor-4-Wing-South-Line-1,435,500,B
Floor-2-Wing-South-Line-4,449,500,C
Floor-5-Wing-North-Line-5,1107,1200,B
Floor-4-Wing-North-Line-3,1853,2000,A
Floor-2-Wing-South-Line-4,1311,1500,C
Floor-1-Wing-North-Line-2,761,800,A
Floor-1-Wing-South-Line-3,637,800,B
Floor-1-Wing-North-Line-3,1313,1500,B
Floor-4-Wing-South-Line-2,461,500,C
Floor-5-Wing-South-Line-2,704,800,C
Floor-3-Wing-North-Line-4,634,800,B
Floor-2-Wing-North-Line-2,437,500,C
Floor-2-Wing-North-Line-3,1139,1200,C
Floor-3-Wing-North-Line-3,1839,2000,B
Floor-1-Wing-South-Line-1,1714,2000,C
Floor-1-Wing-South-Line-5,716,800,A
