line_id,count,target,shift
Floor-4-PaintInspection-Line1,1156,1200,A
Floor-4-PaintInspection-Line1,1157,1200,B
Floor-4-PaintInspection-Line1,1172,1200,C
Floor-4-FinalAssembly-Line2,836,950,A
Floor-4-FinalAssembly-Line2,854,950,B
Floor-4-FinalAssembly-Line2,905,950,C
Floor-4-Packaging-Line3,2085,2200,A
Floor-4-Packaging-Line3,1995,2200,B
Floor-4-Packaging-Line3,1846,2200,C
Floor-1-PressShop-Line1,1335,1500,A
Floor-1-PressShop-Line1,1230,1500,B
Floor-1-PressShop-Line1,1348,1500,C
Floor-1-PressShop-Line2,1249,1400,A
Floor-1-PressShop-Line2,1169,1400,B
Floor-1-PressShop-Line2,1278,1400,C
Floor-2-RoboticWeld-Line1,740,850,A
Floor-2-RoboticWeld-Line1,774,850,B
Floor-2-RoboticWeld-Line1,711,850,C
Floor-2-RoboticWeld-Line2,881,900,A
Floor-2-RoboticWeld-Line2,806,900,B
Floor-2-RoboticWeld-Line2,751,900,C
Floor-3-BatteryPack-Line1,522,600,A
Floor-3-BatteryPack-Line1,577,600,B
Floor-3-BatteryPack-Line1,516,600,C
Floor-3-BatteryPack-Line2,563,650,A
Floor-3-BatteryPack-Line2,633,650,B
Floor-3-BatteryPack-Line2,602,650,C
Floor-3-InverterAssy-Line3,950,1100,A
Floor-3-InverterAssy-Line3,1014,1100,B
Floor-3-InverterAssy-Line3,919,1100,C
Floor-4-PaintInspection-Line1,1071,1200,A
Floor-4-PaintInspection-Line1,1095,1200,B
Floor-4-PaintInspection-Line1,1167,1200,C
Floor-4-FinalAssembly-Line2,812,950,A
Floor-4-FinalAssembly-Line2,881,950,B
Floor-4-FinalAssembly-Line2,908,950,C
Floor-4-Packaging-Line3,2138,2200,A
Floor-4-Packaging-Line3,2057,2200,B
Floor-4-Packaging-Line3,2047,2200,C
Floor-1-PressShop-Line1,1462,1500,A
Floor-1-PressShop-Line1,1257,1500,B
Floor-1-PressShop-Line1,1341,1500,C
Floor-1-PressShop-Line2,1355,1400,A
Floor-1-PressShop-Line2,1240,1400,B
Floor-1-PressShop-Line2,1358,1400,C
Floor-2-RoboticWeld-Line1,821,850,A
Floor-2-RoboticWeld-Line1,726,850,B
Floor-2-RoboticWeld-Line1,712,850,C
Floor-2-RoboticWeld-Line2,750,900,A
Floor-2-RoboticWeld-Line2,766,900,B
Floor-2-RoboticWeld-Line2,760,900,C
Floor-3-BatteryPack-Line1,542,600,A
Floor-3-BatteryPack-Line1,541,600,B
Floor-3-BatteryPack-Line1,545,600,C
Floor-3-BatteryPack-Line2,623,650,A
Floor-3-BatteryPack-Line2,612,650,B
Floor-3-BatteryPack-Line2,552,650,C
Floor-3-InverterAssy-Line3,1027,1100,A
Floor-3-InverterAssy-Line3,917,1100,B
Floor-3-InverterAssy-Line3,970,1100,C
Floor-4-PaintInspection-Line1,1163,1200,A
Floor-4-PaintInspection-Line1,1041,1200,B
Floor-4-PaintInspection-Line1,998,1200,C
Floor-4-FinalAssembly-Line2,930,950,A
Floor-4-FinalAssembly-Line2,912,950,B
Floor-4-FinalAssembly-Line2,885,950,C
Floor-4-Packaging-Line3,1807,2200,A
Floor-4-Packaging-Line3,2058,2200,B
Floor-4-Packaging-Line3,2091,2200,C
Floor-1-PressShop-Line1,1351,1500,A
Floor-1-PressShop-Line1,1392,1500,B
Floor-1-PressShop-Line1,1347,1500,C
Floor-1-PressShop-Line2,1345,1400,A
Floor-1-PressShop-Line2,1217,1400,B
Floor-1-PressShop-Line2,1294,1400,C
Floor-2-RoboticWeld-Line1,741,850,A
Floor-2-RoboticWeld-Line1,712,850,B
Floor-2-RoboticWeld-Line1,817,850,C
Floor-2-RoboticWeld-Line2,808,900,A
Floor-2-RoboticWeld-Line2,741,900,B
Floor-2-RoboticWeld-Line2,756,900,C
Floor-3-BatteryPack-Line1,495,600,A
Floor-3-BatteryPack-Line1,550,600,B
Floor-3-BatteryPack-Line1,557,600,C
Floor-3-BatteryPack-Line2,596,650,A
Floor-3-BatteryPack-Line2,591,650,B
Floor-3-BatteryPack-Line2,546,650,C
Floor-3-InverterAssy-Line3,1004,1100,A
Floor-3-InverterAssy-Line3,1058,1100,B
Floor-3-InverterAssy-Line3,929,1100,C
Floor-4-PaintInspection-Line1,995,1200,A
Floor-4-PaintInspection-Line1,1013,1200,B
Floor-4-PaintInspection-Line1,1032,1200,C
Floor-4-FinalAssembly-Line2,789,950,A
Floor-4-FinalAssembly-Line2,818,950,B
Floor-4-FinalAssembly-Line2,856,950,C
Floor-4-Packaging-Line3,2078,2200,A
Floor-4-Packaging-Line3,2090,2200,B
Floor-4-Packaging-Line3,2091,2200,C
Floor-1-PressShop-Line1,1432,1500,A
Floor-1-PressShop-Line1,1239,1500,B
Floor-1-PressShop-Line1,1403,1500,C
Floor-1-PressShop-Line2,1284,1400,A
Floor-1-PressShop-Line2,1189,1400,B
Floor-1-PressShop-Line2,1278,1400,C
Floor-2-RoboticWeld-Line1,709,850,A
Floor-2-RoboticWeld-Line1,741,850,B
Floor-2-RoboticWeld-Line1,701,850,C
Floor-2-RoboticWeld-Line2,808,900,A
Floor-2-RoboticWeld-Line2,750,900,B
Floor-2-RoboticWeld-Line2,834,900,C
Floor-3-BatteryPack-Line1,532,600,A
Floor-3-BatteryPack-Line1,550,600,B
Floor-3-BatteryPack-Line1,572,600,C
Floor-3-BatteryPack-Line2,592,650,A
Floor-3-BatteryPack-Line2,579,650,B
Floor-3-BatteryPack-Line2,624,650,C
Floor-3-InverterAssy-Line3,1023,1100,A
Floor-3-InverterAssy-Line3,1037,1100,B
Floor-3-InverterAssy-Line3,1075,1100,C
Floor-4-PaintInspection-Line1,1005,1200,A
Floor-4-PaintInspection-Line1,1108,1200,B
Floor-4-PaintInspection-Line1,1113,1200,C
Floor-4-FinalAssembly-Line2,861,950,A
Floor-4-FinalAssembly-Line2,924,950,B
Floor-4-FinalAssembly-Line2,869,950,C
Floor-4-Packaging-Line3,1948,2200,A
Floor-4-Packaging-Line3,2064,2200,B
Floor-4-Packaging-Line3,2063,2200,C
Floor-1-PressShop-Line1,1389,1500,A
Floor-1-PressShop-Line1,1428,1500,B
Floor-1-PressShop-Line1,1410,1500,C
Floor-1-PressShop-Line2,1299,1400,A
Floor-1-PressShop-Line2,1184,1400,B
Floor-1-PressShop-Line2,1352,1400,C
Floor-2-RoboticWeld-Line1,738,850,A
Floor-2-RoboticWeld-Line1,806,850,B
Floor-2-RoboticWeld-Line1,775,850,C
Floor-2-RoboticWeld-Line2,812,900,A
Floor-2-RoboticWeld-Line2,844,900,B
Floor-2-RoboticWeld-Line2,791,900,C
Floor-3-BatteryPack-Line1,562,600,A
Floor-3-BatteryPack-Line1,580,600,B
Floor-3-BatteryPack-Line1,569,600,C
Floor-3-BatteryPack-Line2,624,650,A
Floor-3-BatteryPack-Line2,613,650,B
Floor-3-BatteryPack-Line2,631,650,C
Floor-3-InverterAssy-Line3,1019,1100,A
Floor-3-InverterAssy-Line3,955,1100,B
Floor-3-InverterAssy-Line3,1051,1100,C
Floor-4-PaintInspection-Line1,1044,1200,A
Floor-4-PaintInspection-Line1,1126,1200,B
Floor-4-PaintInspection-Line1,1123,1200,C
Floor-4-FinalAssembly-Line2,888,950,A
Floor-4-FinalAssembly-Line2,817,950,B
Floor-4-FinalAssembly-Line2,834,950,C
Floor-4-Packaging-Line3,1866,2200,A
Floor-4-Packaging-Line3,1834,2200,B
Floor-4-Packaging-Line3,1914,2200,C
Floor-1-PressShop-Line1,1404,1500,A
Floor-1-PressShop-Line1,1421,1500,B
Floor-1-PressShop-Line1,1366,1500,C
Floor-1-PressShop-Line2,1270,1400,A
Floor-1-PressShop-Line2,1175,1400,B
Floor-1-PressShop-Line2,1249,1400,C
Floor-2-RoboticWeld-Line1,794,850,A
Floor-2-RoboticWeld-Line1,729,850,B
Floor-2-RoboticWeld-Line1,723,850,C
Floor-2-RoboticWeld-Line2,776,900,A
Floor-2-RoboticWeld-Line2,829,900,B
Floor-2-RoboticWeld-Line2,738,900,C
Floor-3-BatteryPack-Line1,512,600,A
Floor-3-BatteryPack-Line1,505,600,B
Floor-3-BatteryPack-Line1,533,600,C
Floor-3-BatteryPack-Line2,564,650,A
Floor-3-BatteryPack-Line2,612,650,B
Floor-3-BatteryPack-Line2,626,650,C
Floor-3-InverterAssy-Line3,1009,1100,A
Floor-3-InverterAssy-Line3,945,1100,B
Floor-3-InverterAssy-Line3,993,1100,C
Floor-4-PaintInspection-Line1,1125,1200,A
Floor-4-PaintInspection-Line1,990,1200,B
Floor-4-PaintInspection-Line1,1046,1200,C
Floor-4-FinalAssembly-Line2,798,950,A
Floor-4-FinalAssembly-Line2,922,950,B
Floor-4-FinalAssembly-Line2,857,950,C
Floor-4-Packaging-Line3,1872,2200,A
Floor-4-Packaging-Line3,1875,2200,B
Floor-4-Packaging-Line3,1829,2200,C
Floor-1-PressShop-Line1,1338,1500,A
Floor-1-PressShop-Line1,1265,1500,B
Floor-1-PressShop-Line1,1469,1500,C
Floor-1-PressShop-Line2,1161,1400,A
Floor-1-PressShop-Line2,1168,1400,B
Floor-1-PressShop-Line2,1292,1400,C
Floor-2-RoboticWeld-Line1,817,850,A
Floor-2-RoboticWeld-Line1,735,850,B
Floor-2-RoboticWeld-Line1,793,850,C
Floor-2-RoboticWeld-Line2,860,900,A
Floor-2-RoboticWeld-Line2,854,900,B
Floor-2-RoboticWeld-Line2,776,900,C
Floor-3-BatteryPack-Line1,531,600,A
Floor-3-BatteryPack-Line1,530,600,B
Floor-3-BatteryPack-Line1,567,600,C
Floor-3-BatteryPack-Line2,584,650,A
Floor-3-BatteryPack-Line2,540,650,B
Floor-3-BatteryPack-Line2,636,650,C
Floor-3-InverterAssy-Line3,985,1100,A
Floor-3-InverterAssy-Line3,967,1100,B
Floor-3-InverterAssy-Line3,1075,1100,C
Floor-4-PaintInspection-Line1,1004,1200,A
Floor-4-PaintInspection-Line1,1102,1200,B
Floor-4-PaintInspection-Line1,1063,1200,C
Floor-4-FinalAssembly-Line2,898,950,A
Floor-4-FinalAssembly-Line2,808,950,B
Floor-4-FinalAssembly-Line2,906,950,C
Floor-4-Packaging-Line3,1926,2200,A
Floor-4-Packaging-Line3,2007,2200,B
Floor-4-Packaging-Line3,2053,2200,C
Floor-1-PressShop-Line1,1326,1500,A
Floor-1-PressShop-Line1,1251,1500,B
Floor-1-PressShop-Line1,1417,1500,C
Floor-1-PressShop-Line2,1216,1400,A
Floor-1-PressShop-Line2,1254,1400,B
Floor-1-PressShop-Line2,1151,1400,C
Floor-2-RoboticWeld-Line1,781,850,A
Floor-2-RoboticWeld-Line1,737,850,B
Floor-2-RoboticWeld-Line1,699,850,C
Floor-2-RoboticWeld-Line2,849,900,A
Floor-2-RoboticWeld-Line2,797,900,B
Floor-2-RoboticWeld-Line2,809,900,C
Floor-3-BatteryPack-Line1,515,600,A
Floor-3-BatteryPack-Line1,553,600,B
Floor-3-BatteryPack-Line1,508,600,C
Floor-3-BatteryPack-Line2,608,650,A
Floor-3-BatteryPack-Line2,549,650,B
Floor-3-BatteryPack-Line2,617,650,C
Floor-3-InverterAssy-Line3,949,1100,A
Floor-3-InverterAssy-Line3,953,1100,B
Floor-3-InverterAssy-Line3,1024,1100,C
Floor-4-PaintInspection-Line1,1074,1200,A
Floor-4-PaintInspection-Line1,1152,1200,B
Floor-4-PaintInspection-Line1,1019,1200,C
Floor-4-FinalAssembly-Line2,897,950,A
Floor-4-FinalAssembly-Line2,809,950,B
Floor-4-FinalAssembly-Line2,860,950,C
Floor-4-Packaging-Line3,1959,2200,A
Floor-4-Packaging-Line3,2079,2200,B
Floor-4-Packaging-Line3,2074,2200,C
Floor-1-PressShop-Line1,1371,1500,A
Floor-1-PressShop-Line1,1297,1500,B
Floor-1-PressShop-Line1,1293,1500,C
Floor-1-PressShop-Line2,1257,1400,A
Floor-1-PressShop-Line2,1290,1400,B
Floor-1-PressShop-Line2,1198,1400,C
Floor-2-RoboticWeld-Line1,741,850,A
Floor-2-RoboticWeld-Line1,707,850,B
Floor-2-RoboticWeld-Line1,740,850,C
Floor-2-RoboticWeld-Line2,824,900,A
Floor-2-RoboticWeld-Line2,749,900,B
Floor-2-RoboticWeld-Line2,880,900,C
Floor-3-BatteryPack-Line1,562,600,A
Floor-3-BatteryPack-Line1,530,600,B
Floor-3-BatteryPack-Line1,513,600,C
Floor-3-BatteryPack-Line2,630,650,A
Floor-3-BatteryPack-Line2,577,650,B
Floor-3-BatteryPack-Line2,601,650,C
Floor-3-InverterAssy-Line3,1053,1100,A
Floor-3-InverterAssy-Line3,1022,1100,B
Floor-3-InverterAssy-Line3,1040,1100,C
Floor-4-PaintInspection-Line1,1092,1200,A
Floor-4-PaintInspection-Line1,1093,1200,B
Floor-4-PaintInspection-Line1,1095,1200,C
Floor-4-FinalAssembly-Line2,884,950,A
Floor-4-FinalAssembly-Line2,929,950,B
Floor-4-FinalAssembly-Line2,848,950,C
Floor-4-Packaging-Line3,2093,2200,A
Floor-4-Packaging-Line3,1948,2200,B
Floor-4-Packaging-Line3,2059,2200,C
Floor-1-PressShop-Line1,1464,1500,A
Floor-1-PressShop-Line1,1321,1500,B
Floor-1-PressShop-Line1,1414,1500,C
Floor-1-PressShop-Line2,1183,1400,A
Floor-1-PressShop-Line2,1301,1400,B
Floor-1-PressShop-Line2,1305,1400,C
Floor-2-RoboticWeld-Line1,784,850,A
Floor-2-RoboticWeld-Line1,804,850,B
Floor-2-RoboticWeld-Line1,825,850,C
Floor-2-RoboticWeld-Line2,845,900,A
Floor-2-RoboticWeld-Line2,840,900,B
Floor-2-RoboticWeld-Line2,800,900,C
Floor-3-BatteryPack-Line1,526,600,A
Floor-3-BatteryPack-Line1,526,600,B
Floor-3-BatteryPack-Line1,522,600,C
Floor-3-BatteryPack-Line2,542,650,A
Floor-3-BatteryPack-Line2,609,650,B
Floor-3-BatteryPack-Line2,543,650,C
Floor-3-InverterAssy-Line3,927,1100,A
Floor-3-InverterAssy-Line3,986,1100,B
Floor-3-InverterAssy-Line3,1028,1100,C
Floor-4-PaintInspection-Line1,1159,1200,A
Floor-4-PaintInspection-Line1,1002,1200,B
Floor-4-PaintInspection-Line1,1049,1200,C
Floor-4-FinalAssembly-Line2,851,950,A
Floor-4-FinalAssembly-Line2,806,950,B
Floor-4-FinalAssembly-Line2,816,950,C
Floor-4-Packaging-Line3,2015,2200,A
Floor-4-Packaging-Line3,1917,2200,B
Floor-4-Packaging-Line3,2018,2200,C
